,Start,Finish,Distance,Total climb,Total descent
0,Airolo,Osco,17.9,1.098,1.088
1,Osco,Anzonico,12.4,0.722,0.897
2,Anzonico,Biasca,19.0,0.847,1.544
3,Biasca,Bellinzona,24.8,0.091,0.151
4,Bellinzona,Tesserete,23.3,1.494,1.208
5,Tesserete,Morcote,24.8,1.276,1.524
